name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,LastExonStart,LastExonEnd,Group
Kcnq5,chr1,-,21398407,21961942,21402162,21961581,15,21398407,21403125,2
Rims1,chr1,-,22468190,22805724,22468190,22805724,14,22468190,22468321,2
4933415F23Rik,chr1,-,23100472,23102253,23101769,23102231,1,23100472,23102253,1
Ogfrl1,chr1,-,23366423,23383175,23369748,23383051,7,23366423,23370448,2
B3gat2,chr1,+,23761925,23849158,23762634,23845187,4,23845100,23849158,2
Smap1,chr1,-,23845624,23922317,23846428,23922155,10,23845624,23846563,2
Sdhaf4,chr1,-,23995938,24005656,23996250,24005600,3,23995938,23996360,2
Fam135a,chr1,-,24011680,24100333,24012291,24085487,21,24011680,24012497,2
Col9a1,chr1,+,24177609,24252684,24177854,24251861,38,24251676,24252684,2
Col19a1,chr1,-,24263993,24587472,24264689,24575423,51,24263993,24264817,2
Lmbrd1,chr1,+,24678629,24765448,24678756,24762736,16,24762622,24765448,2
Adgrb3,chr1,-,25067549,25829707,25068167,25826760,31,25067549,25068356,2
4931408C20Rik,chr1,-,26681813,26687460,26681951,26687426,2,26681813,26685911,2
Gm597,chr1,-,28776116,28780252,28776258,28780198,2,28776116,28778784,2
Phf3,chr1,-,30802341,30863256,30803798,30863230,15,30802341,30805942,2
Ptp4a1,chr1,-,30940301,30949770,30943205,30946142,6,30940301,30943323,2
4931428L18Rik,chr1,-,31135225,31222597,31135225,31222597,3,31135225,31135247,2
Lgsn,chr1,+,31176400,31204725,31176450,31204530,5,31203330,31204725,2
Pih1d3,chr1,+,31222837,31224288,31222938,31223595,1,31222837,31224288,1
Khdrbs2,chr1,+,32172713,32658568,32172917,32657541,9,32657443,32658568,2
Gm5415,chr1,-,32543685,32547294,32545390,32546827,1,32543685,32547294,1
Prim2,chr1,-,33453809,33669795,33454085,33669011,14,33453809,33454304,2
Rab23,chr1,+,33719894,33742564,33723850,33739392,8,33739252,33742564,2
Bag2,chr1,-,33745483,33757795,33746606,33757691,3,33745483,33747016,2
Zfp451,chr1,-,33761544,33814527,33762162,33814358,15,33761544,33762209,2
Bend6,chr1,-,33852051,33907816,33853353,33883560,7,33852051,33853367,2
Dst,chr1,+,33908271,34307592,33908271,34307592,103,34307329,34307592,2
Ccdc115,chr1,-,34436669,34439672,34437497,34439338,5,34436669,34437610,2
Imp4,chr1,+,34439850,34449356,34439924,34444470,9,34444357,34449356,2
Ptpn18,chr1,+,34459764,34473784,34459823,34473646,15,34473578,34473784,2
Prss39,chr1,+,34498409,34503063,34498456,34502947,5,34502623,34503063,2
Cfc1,chr1,+,34535647,34544313,34535902,34544137,6,34544024,34544313,2
Prss40,chr1,-,34552333,34560920,34552494,34560904,5,34552333,34552809,2
Amer3,chr1,+,34579656,34590944,34586681,34589024,2,34586662,34590944,2
Arhgef4,chr1,+,34801703,34813309,34804967,34811829,10,34811677,34813309,2
Fam168b,chr1,-,34813225,34843065,34818013,34836802,7,34813225,34817404,3
Plekhb2,chr1,+,34849991,34879580,34861880,34877047,8,34876910,34879580,2
Hs6st1,chr1,+,36068399,36106446,36068657,36104221,2,36103512,36106446,2
Uggt1,chr1,-,36140026,36244305,36144225,36244127,41,36140026,36144251,2
Neurl3,chr1,-,36264596,36273435,36266359,36273365,4,36264596,36266553,2
Arid5a,chr1,+,36307753,36324029,36307832,36320203,5,36318991,36324029,2
Kansl3,chr1,-,36335729,36369181,36337630,36367983,21,36335729,36337651,2
Fer1l5,chr1,+,36372290,36422107,36372290,36421909,53,36421738,36422107,2
Lman2l,chr1,-,36422064,36445271,36424360,36445233,8,36422064,36424503,2
Cnnm4,chr1,+,36471619,36508764,36471692,36506606,7,36506408,36508764,2
Cnnm3,chr1,+,36511866,36528237,36511910,36525230,8,36525165,36528237,2
Ankrd23,chr1,-,36530533,36535739,36531545,36535708,9,36530533,36531641,2
Ankrd39,chr1,-,36538093,36547445,36539390,36547185,4,36538093,36539534,2
Sema4c,chr1,-,36548641,36558349,36549538,36556040,15,36548641,36550368,2
Fam178b,chr1,-,36562691,36683183,36562987,36660947,15,36562691,36563020,2
Cox5b,chr1,+,36691483,36693681,36691586,36693309,4,36693196,36693681,2
Actr1b,chr1,-,36698113,36710008,36700075,36709853,11,36698113,36700178,2
Zap70,chr1,+,36761797,36782818,36770810,36782584,13,36782460,36782818,2
Tmem131,chr1,-,36792190,36939527,36792920,36939345,41,36792190,36793205,2
Vwa3b,chr1,+,37035707,37186609,37035753,37142765,25,37186528,37186609,3
Cnga3,chr1,+,37219204,37263384,37232244,37262096,6,37260696,37263384,2
Inpp4a,chr1,+,37299890,37410736,37357918,37408259,26,37408126,37410736,2
Coa5,chr1,-,37417083,37430103,37420585,37429967,3,37417083,37420627,2
Unc50,chr1,+,37430169,37439124,37431296,37438818,6,37438681,37439124,2
Mgat4a,chr1,-,37439339,37541016,37444658,37536132,16,37439339,37444685,2
2010300C02Rik,chr1,-,37611676,37720085,37612256,37644630,10,37611676,37612396,2
Tsga10,chr1,-,37754775,37865079,37755496,37841235,20,37754775,37755521,2
Lipt1,chr1,+,37872205,37876228,37874864,37875986,2,37874863,37876228,2
Mitd1,chr1,-,37878887,37890411,37879267,37890310,7,37878887,37879363,2
Mrpl30,chr1,+,37890476,37898535,37893964,37898264,6,37898060,37898535,2
Lyg2,chr1,-,37905922,37916493,37907556,37915762,6,37905922,37907675,2
Lyg1,chr1,-,37946737,37957759,37946884,37952782,6,37946737,37947003,2
Txndc9,chr1,-,37985188,37997315,37987661,37995821,5,37985188,37987779,2
Eif5b,chr1,+,37998009,38055579,37998289,38051713,24,38051605,38055579,2
Rev1,chr1,-,38052785,38129662,38053086,38108457,23,38052785,38053198,2
Aff3,chr1,-,38177325,38627185,38179448,38627141,22,38177325,38179570,2
Lonrf2,chr1,-,38794508,38821215,38798028,38821215,11,38794508,38798223,2
Chst10,chr1,-,38863866,38898010,38865497,38895958,7,38863866,38866035,2
Nms,chr1,+,38939148,38950276,38939285,38948667,10,38949882,38950276,3
Pdcl3,chr1,+,38985607,38997238,38987843,38996283,6,38996140,38997238,2
Npas2,chr1,+,39194211,39363236,39263343,39362007,21,39361854,39363236,2
Rpl31,chr1,+,39367841,39371911,39368148,39371333,5,39371301,39371911,2
Tbc1d8,chr1,-,39371491,39478755,39372348,39478566,20,39371491,39372786,2
Cnot11,chr1,+,39535801,39546873,39535838,39545266,7,39545068,39546873,2
Rnf149,chr1,-,39551295,39577405,39552471,39577274,7,39551295,39552515,2
Creg2,chr1,-,39618405,39651474,39623095,39650940,4,39618405,39623243,2
Rfx8,chr1,-,39665300,39720997,39665462,39720942,15,39665300,39665657,2
Gm3646,chr1,-,39804147,39805332,39804182,39805177,2,39804147,39804339,2
Map4k4,chr1,+,39901229,40024925,39901229,40024712,31,40024628,40024925,2
Il1r2,chr1,+,40084697,40125231,40102428,40125207,9,40125040,40125231,2
Il1r1,chr1,+,40225079,40317257,40225303,40313393,11,40312974,40317257,2
Il1rl2,chr1,+,40324626,40365471,40326494,40365445,11,40365026,40365471,2
Il1rl1,chr1,+,40439626,40465415,40440749,40462169,11,40461765,40465415,2
Il18r1,chr1,+,40466005,40500854,40471756,40498690,11,40498337,40500854,2
Il18rap,chr1,+,40515361,40551705,40524312,40549088,13,40548624,40551705,2
Slc9a4,chr1,+,40580080,40630725,40580515,40629592,12,40629236,40630725,2
Slc9a2,chr1,+,40680573,40769273,40681873,40767999,12,40767625,40769273,2
Mfsd9,chr1,-,40772037,40790663,40773752,40790619,6,40772037,40774546,2
Tmem182,chr1,+,40805600,40856887,40805755,40855016,5,40854795,40856887,2
Pou3f3,chr1,+,42695767,42703176,42697145,42698639,1,42695767,42703176,1
Mrps9,chr1,+,42851232,42905682,42851291,42905496,11,42905404,42905682,2
Gpr45,chr1,+,42952962,43035456,43032198,43033320,2,43031951,43035456,2
Tgfbrap1,chr1,-,43047199,43098622,43049658,43075938,13,43047199,43049835,2
AI597479,chr1,+,43098709,43115947,43098763,43113242,4,43113185,43115947,2
Fhl2,chr1,-,43123289,43196984,43123513,43153231,6,43123289,43123665,2
Nck2,chr1,+,43445750,43570515,43533567,43569342,5,43569147,43570515,2
1500015O10Rik,chr1,+,43730601,43742578,43730884,43742406,4,43742244,43742578,2
Uxs1,chr1,-,43746965,43827800,43750230,43827708,15,43746965,43750362,2
Tpp2,chr1,+,43934006,44002971,43934088,44002193,30,44002103,44002971,2
Mettl21c,chr1,-,44009407,44020006,44009638,44017267,5,44009407,44010033,2
Gm8251,chr1,-,44055951,44061936,44055951,44061936,1,44055951,44061936,1
Tex30,chr1,-,44086612,44102391,44086889,44099862,8,44086612,44087063,2
Kdelc1,chr1,-,44106545,44118808,44107086,44118499,10,44106545,44107104,2
Bivm,chr1,+,44119967,44144770,44126391,44143142,10,44142848,44144770,2
Ercc5,chr1,+,44147846,44181260,44148062,44181082,15,44180530,44181260,2
Mettl21e,chr1,-,44204069,44218961,44206349,44218156,5,44204069,44206753,2
Gulp1,chr1,+,44551510,44796838,44689187,44795021,11,44794949,44796838,2
Col3a1,chr1,+,45311537,45349706,45311747,45348747,51,45348600,45349706,2
Col5a2,chr1,-,45374320,45503282,45376083,45502914,54,45374320,45376230,2
Wdr75,chr1,+,45795165,45823619,45795521,45823515,21,45823307,45823619,2
Gm5269,chr1,-,45889940,45890078,45889940,45890078,1,45889940,45890078,1
Slc40a1,chr1,-,45908067,45925582,45909405,45925263,8,45908067,45909719,2
Dnah7b,chr1,+,46066737,46373546,46066737,46373439,66,46373232,46373546,2
Dnah7c,chr1,+,46425591,46807476,46425612,46807365,65,46807158,46807476,2
Slc39a10,chr1,-,46807543,46854046,46809952,46836140,10,46807543,46810111,2
Tmeff2,chr1,+,50927518,51187270,50927947,51185481,10,51185384,51187270,2
Sdpr,chr1,+,51289125,51302960,51289385,51301422,2,51300648,51302960,2
Nabp1,chr1,-,51469487,51478399,51471244,51477915,6,51469487,51471411,2
Myo1b,chr1,-,51749764,51916071,51751172,51883217,30,51749764,51751296,2
Stat4,chr1,+,52008242,52107184,52011783,52106936,24,52106909,52107184,2
Stat1,chr1,+,52119454,52161865,52122593,52159297,25,52159282,52161865,2
Gls,chr1,-,52163447,52233223,52166157,52232992,18,52163447,52166314,2
Nab1,chr1,-,52457293,52500679,52459217,52490736,8,52457293,52459306,2
Tmem194b,chr1,+,52630702,52651919,52630757,52649844,9,52649705,52651919,2
Mfsd6,chr1,-,52656285,52727462,52658341,52709704,7,52656285,52658545,2
Inpp1,chr1,-,52785426,52817688,52789667,52799488,6,52785426,52790217,2
Hibch,chr1,+,52845045,52920986,52845109,52920378,14,52920262,52920986,2
1700019D03Rik,chr1,-,52922323,52952844,52925246,52925567,2,52922323,52925734,2
Mstn,chr1,+,53061639,53068079,53061765,53066631,3,53066250,53068079,2
1700019A02Rik,chr1,-,53158576,53187636,53158746,53187601,9,53158576,53158788,2
Pms1,chr1,-,53189186,53297018,53189333,53282072,13,53189186,53189498,2
Ormdl1,chr1,+,53297094,53310309,53298978,53308962,4,53308826,53310309,2
Gm28778,chr1,+,53297110,53318035,53298978,53318035,5,53317901,53318035,2
Osgepl1,chr1,+,53313623,53326343,53314878,53323245,8,53326003,53326343,3
Gm28551,chr1,-,53325506,53352667,53330338,53348466,7,53325506,53326457,3
Asnsd1,chr1,-,53344616,53352752,53344729,53348466,6,53344616,53344979,2
Dnah7a,chr1,-,53397005,53706761,53397106,53706692,66,53397005,53397313,2
Stk17b,chr1,-,53755505,53785224,53757487,53776638,8,53755505,53757770,2
Hecw2,chr1,-,53806881,54195034,53813221,54040492,29,53806881,53813333,2
Ccdc150,chr1,+,54250682,54368727,54250828,54368399,28,54368300,54368727,2
Gtf3c3,chr1,-,54396003,54438971,54397879,54438914,18,54396003,54398002,2
Pgap1,chr1,-,54472993,54557682,54480705,54557580,27,54472993,54480844,2
Ankrd44,chr1,-,54645339,54926387,54648276,54926166,28,54645339,54648335,2
Sf3b1,chr1,-,54985168,55027481,54987333,55027366,25,54985168,54987492,2
Coq10b,chr1,+,55052769,55072702,55052874,55071803,5,55071635,55072702,2
Hspd1,chr1,-,55077834,55088024,55078287,55086939,12,55077834,55078440,2
Hspe1,chr1,+,55088131,55091307,55088409,55091120,4,55091069,55091307,2
Mob4,chr1,+,55131230,55154899,55131299,55152806,8,55152674,55154899,2
Rftn2,chr1,-,55170158,55226782,55171809,55226259,9,55170158,55172082,2
Mars2,chr1,+,55237176,55248470,55237239,55239000,1,55237176,55248470,1
Boll,chr1,-,55300068,55363319,55300068,55363319,10,55300068,55300185,2
Plcl1,chr1,+,55405920,55754285,55406387,55751463,6,55751280,55754285,2
Hsfy2,chr1,-,56636043,56637435,56636197,56637376,1,56636043,56637435,1
Satb2,chr1,-,56793985,56971858,56796782,56969821,11,56793985,56797244,2
1700066M21Rik,chr1,+,57377619,57385423,57377670,57383564,2,57382742,57385423,2
Tyw5,chr1,-,57388236,57407101,57388495,57406461,8,57388236,57388752,2
9430016H08Rik,chr1,+,57406327,57417953,57406772,57415734,5,57415655,57417953,2
Spats2l,chr1,+,57774860,57948394,57832099,57946463,14,57946067,57948394,2
Kctd18,chr1,-,57955100,57970084,57956327,57967689,4,57955100,57956820,2
Sgol2a,chr1,+,57995970,58025899,57998097,58024799,9,58024783,58025899,2
Aox1,chr1,+,58029930,58106413,58030016,58106078,35,58106027,58106413,2
Aox3,chr1,+,58113135,58200698,58113258,58200223,35,58200169,58200698,2
Aox4,chr1,+,58210396,58268597,58210574,58267813,35,58267759,58268597,2
Aox2,chr1,+,58278325,58380259,58278418,58376315,36,58378640,58380259,3
Bzw1,chr1,+,58392897,58407353,58394211,58405066,12,58405034,58407353,2
Clk1,chr1,-,58411999,58424066,58412196,58421934,13,58411999,58412340,2
Ppil3,chr1,-,58430996,58445486,58431203,58444591,7,58430996,58431330,2
Nif3l1,chr1,+,58447630,58462266,58447656,58461325,6,58461140,58462266,2
Orc2,chr1,-,58462770,58505109,58464203,58501416,18,58462770,58464290,2
Fam126b,chr1,-,58522805,58586323,58529657,58558027,12,58522805,58530259,2
Ndufb3,chr1,+,58586383,58595964,58591091,58595805,3,58595648,58595964,2
Als2cr12,chr1,-,58658119,58695953,58658423,58692413,15,58658119,58658430,2
Cflar,chr1,+,58711559,58758884,58726436,58753922,10,58753783,58758884,2
Casp8,chr1,+,58795373,58847503,58823942,58846754,9,58846621,58847503,2
Trak2,chr1,-,58900448,58973430,58903503,58946337,16,58900448,58904182,2
Stradb,chr1,+,58973521,58995715,58977053,58994436,12,58994292,58995715,2
Als2cr11,chr1,-,59050505,59094900,59050922,59094860,13,59050505,59051285,2
Tmem237,chr1,-,59100589,59120094,59101136,59120014,13,59100589,59101198,2
Mpp4,chr1,-,59120934,59163389,59121252,59161514,23,59120934,59121444,2
Als2,chr1,-,59162925,59237231,59164176,59220394,34,59162925,59164215,2
Cdk15,chr1,+,59256906,59352369,59256972,59344357,14,59352269,59352369,3
Fzd7,chr1,+,59482423,59486955,59482959,59484678,1,59482423,59486955,1
Gm973,chr1,+,59516263,59634509,59516431,59634262,20,59633993,59634509,2
Sumo1,chr1,-,59639433,59670834,59640199,59670691,5,59639433,59640268,2
Nop58,chr1,+,59685008,59719044,59685181,59711321,15,59711270,59719044,2
Bmpr2,chr1,+,59763399,59879014,59764652,59870485,13,59870234,59879014,2
Fam117b,chr1,+,59913005,59985346,59913163,59981727,8,59981408,59985346,2
Ica1l,chr1,-,59989067,60043087,59991123,60028229,11,59989067,59991239,2
Wdr12,chr1,-,60069784,60097908,60078163,60097547,13,60069784,60078241,2
Carf,chr1,+,60105343,60153953,60108125,60150687,15,60150580,60153953,2
Nbeal1,chr1,+,60180598,60338328,60181703,60330992,55,60330890,60338328,2
Cyp20a1,chr1,+,60343322,60388060,60343385,60387289,13,60387138,60388060,2
Abi2,chr1,+,60409618,60481158,60409802,60476915,9,60476739,60481158,2
Raph1,chr1,-,60482291,60566779,60488299,60533406,14,60482291,60490321,2
Cd28,chr1,+,60746357,60773359,60746473,60769785,4,60769656,60773359,2
Ctla4,chr1,+,60909024,60915832,60909170,60914717,4,60914612,60915832,2
Icos,chr1,+,60977926,61000320,60977958,60997714,5,60997700,61000320,2
Pard3b,chr1,+,61638823,62642284,61639242,62637923,23,62637565,62642284,2
Nrp2,chr1,+,62703284,62818695,62704204,62815637,16,62815332,62818695,2
Ino80d,chr1,-,63047800,63114267,63057982,63093502,12,63047800,63059145,2
Ndufs1,chr1,-,63143595,63176822,63143830,63170909,19,63143595,63143922,2
Eef1b2,chr1,+,63176824,63180486,63177211,63179612,6,63179457,63180486,2
Gpr1,chr1,-,63182690,63214543,63183012,63184074,3,63182690,63184104,2
Zdbf2,chr1,+,63273264,63314576,63290737,63309945,7,63302639,63314576,2
Adam23,chr1,+,63445894,63596276,63446210,63592656,26,63592607,63596276,2
Dytn,chr1,-,63622850,63686927,63623014,63685119,15,63622850,63623151,2
Mdh1b,chr1,-,63698818,63730318,63699008,63730292,11,63698818,63699037,2
Fastkd2,chr1,+,63730613,63754655,63731486,63752404,12,63752296,63754655,2
4933402D24Rik,chr1,-,63754906,63769267,63756098,63769205,3,63754906,63756419,2
Klf7,chr1,-,64029446,64121491,64035712,64121001,4,64029446,64035764,2
Creb1,chr1,+,64532818,64604548,64550856,64597378,8,64597233,64604548,2
Mettl21a,chr1,-,64606479,64617168,64607739,64616419,3,64606479,64608137,2
Ccnyl1,chr1,+,64691344,64725640,64691390,64723639,10,64723522,64725640,2
Fzd5,chr1,-,64730557,64737751,64734842,64736600,2,64730557,64736853,2
Plekhm3,chr1,-,64789120,64956824,64795036,64938309,8,64789120,64795214,2
Akr1cl,chr1,-,65012688,65032759,65013266,65030648,10,65012688,65013309,2
Cryge,chr1,-,65048553,65051149,65048623,65051113,3,65048553,65048896,2
Crygd,chr1,-,65061871,65063452,65061909,65063402,3,65061871,65062182,2
Crygc,chr1,-,65071524,65073689,65071598,65073505,3,65071524,65071871,2
Crygb,chr1,-,65080218,65082288,65080291,65082255,3,65080218,65080567,2
Cryga,chr1,-,65100388,65103373,65100452,65103337,3,65100388,65100725,2
Gm28845,chr1,-,65100618,65119558,65100706,65119558,7,65100618,65100725,2
D630023F18Rik,chr1,-,65105284,65123214,65105728,65123093,8,65105284,65105750,2
Idh1,chr1,-,65158617,65186479,65159464,65175352,9,65158617,65159555,2
Pikfyve,chr1,+,65186701,65278695,65190327,65273758,42,65273642,65278695,2
Pth2r,chr1,+,65311256,65389244,65311595,65388810,13,65388417,65389244,2
Crygf,chr1,+,65926519,65928307,65926557,65928243,3,65927970,65928307,2
Map2,chr1,+,66175315,66442583,66380511,66439007,14,66438791,66442583,2
Unc80,chr1,+,66468366,66699866,66468446,66695596,65,66695329,66699866,2
Rpe,chr1,+,66700830,66719805,66700906,66717876,6,66717753,66719805,2
Kansl1l,chr1,-,66719362,66817546,66720775,66802139,14,66719362,66721006,2
Acadl,chr1,-,66830838,66863277,66831433,66863249,11,66830838,66831527,2
Myl1,chr1,-,66924294,66945143,66925036,66944905,7,66924294,66924557,3
Lancl1,chr1,-,67000516,67038872,67003480,67038575,9,67000516,67003557,2
Cps1,chr1,+,67123025,67231259,67123164,67230346,38,67230247,67231259,2
Erbb4,chr1,-,68032185,69108059,68040040,69107756,27,68032185,68040486,2
Ikzf2,chr1,-,69531213,69685821,69538767,69684157,8,69531213,69539492,2
Spag16,chr1,+,69826987,70725132,69827003,70724942,17,70724766,70725132,2
Vwc2l,chr1,+,70725714,70885397,70728778,70882215,4,70882066,70885397,2
Bard1,chr1,-,71027497,71103146,71030519,71102807,11,71027497,71030852,2
Abca12,chr1,-,71242275,71414910,71243296,71414582,53,71242275,71243404,2
Atic,chr1,+,71557149,71579631,71557255,71578671,16,71578551,71579631,2
Fn1,chr1,-,71585523,71653200,71586211,71652982,44,71585523,71586283,2
Mreg,chr1,-,72159441,72212307,72160884,72212111,5,72159441,72161019,2
Pecr,chr1,-,72259171,72284314,72259347,72284216,8,72259171,72259433,2
Tmem169,chr1,+,72284368,72303104,72297907,72301306,3,72300683,72303104,2
Xrcc5,chr1,+,72307420,72394952,72307546,72394722,21,72394707,72394952,2
March4,chr1,-,72427111,72536930,72428641,72535137,4,72427111,72429009,2
Smarcal1,chr1,+,72583250,72633134,72585695,72633054,17,72632820,72633134,2
Ankar,chr1,-,72642979,72700564,72643006,72699021,24,72642979,72643311,2
Rpl37a,chr1,+,72711259,72713809,72711320,72713565,4,72713501,72713809,2
Igfbp2,chr1,+,72824502,72852474,72824579,72852162,4,72851997,72852474,2
Igfbp5,chr1,-,72857931,72874884,72862376,72874139,4,72857931,72862508,2
Tnp1,chr1,-,73015073,73015909,73015296,73015863,2,73015073,73015325,2
Tns1,chr1,-,73910231,74124449,73914529,74124447,33,73910231,73914674,2
Rufy4,chr1,+,74125540,74148223,74129046,74147746,12,74147643,74148223,2
Cxcr2,chr1,+,74153990,74161246,74158348,74159428,2,74158329,74161246,2
Cxcr1,chr1,-,74191784,74194631,74191805,74192861,2,74191784,74192869,2
Arpc2,chr1,+,74236516,74267987,74236825,74267795,10,74267770,74267987,2
Gpbar1,chr1,+,74278549,74279624,74278599,74279589,1,74278549,74279624,1
Aamp,chr1,-,74279839,74284738,74280233,74284623,11,74279839,74280309,2
Pnkd,chr1,+,74285044,74353684,74285070,74351931,10,74351757,74353684,2
Tmbim1,chr1,-,74288246,74304405,74289371,74295399,12,74288246,74289518,2
Catip,chr1,+,74362107,74369321,74362634,74369073,10,74368392,74369321,2
Slc11a1,chr1,+,74375202,74386062,74375314,74385506,15,74385392,74386062,2
Ctdsp1,chr1,+,74391508,74397285,74391897,74395584,7,74395455,74397285,2
Vil1,chr1,+,74409375,74435559,74415079,74434991,20,74434877,74435559,2
Usp37,chr1,-,74437729,74544284,74439390,74495785,26,74437729,74439478,2
